33099,37990,2014,135,0,1,1,1
31000,43000,2014,160,0,1,1,1
110000,12499,2006,165,0,1,1,1
190000,12200,2006,170,0,1,0,1
163000,5780,2004,110,0,1,1,0
164318,7950,2007,120,0,1,1,1
116183,14000,2006,170,0,1,1,1
155000,19900,2007,173,0,1,1,1
182000,11500,2010,85,0,1,1,0
141000,9600,2007,120,0,1,1,0
158000,8990,2005,110,0,0,1,0
192000,4350,2003,110,0,1,1,0
41695,13500,2010,85,0,1,1,0
194000,19900,2010,120,0,1,1,0
198000,5090,2003,110,0,1,1,0
230000,3550,2001,87,0,1,1,0
195000,9300,2005,110,0,1,1,0
195000,7700,2006,110,1,1,1,0
198000,13900,2008,160,0,0,0,1
180996,8700,2009,85,0,1,1,0
207300,4590,2002,100,0,1,1,0
202000,11000,2006,110,0,1,1,1
290000,5500,2003,140,0,0,1,1
211000,10100,2006,135,0,1,1,0
255000,8100,2003,135,1,1,1,1
154757,10250,2007,110,0,1,1,1
191320,4350,2003,110,0,1,1,0
250000,3000,2000,100,0,1,1,1
220000,3250,2001,125,0,1,1,0
188000,8700,2009,105,0,1,1,0
130000,25900,2009,180,1,1,1,1
185000,6700,2004,150,0,1,0,0
160100,3000,1999,110,0,1,1,0
188450,4700,2003,85,0,1,1,0
163000,3900,2001,100,0,1,1,0
188000,4800,2002,110,0,1,1,0
68000,41500,2011,180,1,1,1,1
195000,10950,2009,105,0,1,1,0
146746,29500,2012,155,0,1,1,1
127145,7650,2006,120,0,1,1,0
236300,4950,2002,110,0,1,1,0
165000,15900,2010,120,0,0,1,0
296060,3499,2000,100,0,1,1,0
193876,3650,2002,110,0,1,1,0
170780,4400,2003,100,0,1,1,0
234000,4899,2003,110,0,1,1,0
165000,3999,2002,110,0,0,0,1
250000,4450,2002,100,0,1,1,0
29300,46600,2014,135,0,1,1,1
190000,11500,2008,133,1,1,1,0
17850,49500,2013,180,0,1,1,1
168000,3790,2002,85,0,1,1,0
183282,3700,2000,100,0,1,1,0
185000,10750,2007,105,0,1,1,0
160300,3999,2002,110,0,1,1,0
199000,4900,2002,110,0,0,1,0
227000,3450,2002,110,0,1,1,0
163123,3900,2003,85,1,1,1,1
175902,14500,2007,170,1,1,0,1
35500,27900,2011,191,0,1,1,1
18000,75000,2012,294,1,1,0,1
284500,3800,2000,120,0,0,1,0
193500,4500,2003,105,0,1,1,0
258000,4550,2001,120,0,1,1,1
186000,11150,2011,105,0,1,1,1
80000,28990,2011,135,0,1,1,1
120000,38490,2012,180,0,1,1,1
117500,25990,2011,135,0,1,1,1
158000,5400,2004,85,0,1,1,0
250000,16500,2006,170,0,1,1,1
160000,6199,2005,90,0,1,1,0
134898,23650,2012,120,0,1,1,1
35200,17990,2009,130,0,1,0,1
152000,5800,2003,110,0,1,1,1
195000,4650,2002,110,0,1,1,0
139800,3990,2002,110,0,1,1,0
182000,3699,2003,110,0,0,1,0
208000,3650,2002,100,0,1,1,0
171000,6599,2003,110,0,1,1,0
162000,4000,2002,85,0,1,1,0
172000,8700,2007,120,0,1,1,0
178000,4150,2001,110,0,1,1,1
176000,8999,2007,90,0,1,1,0
230000,25000,2010,150,0,1,1,1
95232,43900,2010,225,0,1,1,1
151000,5999,2002,110,0,1,1,0
213200,4590,2002,110,0,1,1,0
145000,24500,2011,135,0,1,1,1
150000,15500,2011,135,0,1,1,0
137000,8990,2006,170,0,1,1,1
172000,23900,2011,135,0,1,1,1
155000,4790,2003,110,0,1,1,1
107209,28900,2010,180,0,1,1,1
137000,19850,2012,100,0,1,1,0
0,49990,2015,140,0,1,1,1
228000,8200,2004,120,0,1,1,1
175854,4999,2003,110,0,1,1,0
150520,9599,2008,105,1,1,1,0
164000,4199,2004,110,0,1,1,1
195000,3950,2003,85,0,1,1,0
182381,4650,2004,110,0,1,1,0
174002,4590,2004,85,0,1,1,0
172000,4390,2004,110,1,1,1,0
202000,6750,2006,90,0,1,1,0
170000,3600,2001,87,0,1,1,0
171000,9500,2005,120,0,1,1,0
243000,4300,2000,100,0,1,1,0
262273,3750,2001,100,0,1,1,0
115000,35500,2013,135,0,0,1,1
160000,7490,2008,105,0,1,0,0
172000,4999,2002,110,0,1,1,0
121000,11400,2007,110,0,1,1,0
211336,13000,2004,170,0,1,1,1
74400,17990,2011,130,0,1,1,0
190200,13699,2010,130,0,1,1,1
198000,9250,2007,130,1,1,1,0
156000,3750,2002,110,0,1,1,0
165134,3850,2001,105,0,1,0,0
139000,13650,2012,85,0,1,1,0
182000,4800,2002,110,0,1,1,0
148242,8600,2006,120,0,1,1,0
165300,8399,2006,120,0,0,1,0
160000,5950,2005,80,0,1,1,0
0,32990,2015,110,0,1,1,0
138000,19500,2010,135,0,0,1,0
170000,11999,2006,110,0,0,1,0
234500,4000,2001,100,0,1,1,0
142200,19500,2008,170,0,1,1,1
179659,26900,2010,173,0,1,1,1
148814,4199,2002,85,0,0,1,0
158300,4750,2005,85,0,1,1,0
185000,9400,2004,160,0,1,1,1
197000,11650,2006,120,0,1,1,0
246000,8000,2004,160,0,1,1,0
170000,22500,2010,150,1,1,1,1
165000,31999,2013,190,0,1,1,1
197360,3599,2001,125,0,1,0,0
207000,7400,2004,160,0,1,1,0
148000,29000,2012,135,0,1,1,1
199000,7599,2007,90,0,1,1,0
2100000,12200,2005,160,0,1,1,1
175000,16950,2007,145,0,1,1,1
189000,22450,2010,135,0,1,1,1
178000,4750,2003,110,0,1,1,0
49000,39990,2011,180,0,1,1,1
155139,32400,2012,135,0,1,1,1
103000,40500,2012,180,1,1,1,1
178569,5300,2002,110,0,1,1,0
179800,3900,2002,125,0,1,1,1
156000,25900,2011,135,1,1,1,1
223900,3800,2001,100,0,1,1,0
35000,67990,2012,330,0,1,1,1
175000,28500,2009,180,1,1,1,1
189000,3700,1999,100,0,1,1,0
168000,22800,2007,176,0,1,1,1
140000,32900,2012,160,0,1,1,1
170000,22500,2008,210,0,1,1,1
209900,3799,2001,100,0,1,1,0
196000,7999,2005,120,0,1,1,0
201000,12850,2008,130,0,1,1,0
108300,27650,2011,135,0,1,1,1
223276,22200,2008,210,0,1,1,1
175643,10500,2006,110,0,1,1,0
183000,4490,2005,110,0,1,1,0
202000,4699,2003,85,1,1,1,0
165000,8100,2006,120,0,1,1,0
173290,3990,2001,77,0,1,1,0
161750,4890,2002,110,0,1,1,0
104000,36000,2009,173,0,1,1,1
201000,5250,2002,100,0,1,1,0
220000,11500,2005,110,0,1,1,0
170000,7600,2005,120,0,1,1,0
212840,4690,2002,110,0,1,1,0
186132,26950,2012,135,0,1,1,1
24942,85900,2014,190,0,1,1,1
219000,4900,2001,100,0,1,1,0
138000,18700,2012,135,0,1,1,0
170000,3400,1999,77,1,0,1,0
200000,4990,2004,110,0,0,1,0
207000,8100,2005,120,0,1,1,0
224000,3700,2003,85,0,1,0,0
