@Relation MeganDataSet

@Attribute Kilometres		NUMERIC
@Attribute Price			NUMERIC
@Attribute Year 			NUMERIC 
@Attribute HorsePower		NUMERIC
@Attribute Fuel				NUMERIC
@Attribute AirCondition		NUMERIC
@Attribute NumOfDoors		NUMERIC
@Attribute Gear				NUMERIC

@Data
174002,4850,2004,85,0,1,1,0
180000,18500,2011,135,0,1,1,1
89179,48000,2010,225,0,1,1,1
189000,22450,2010,135,0,1,1,1
175000,16950,2007,145,0,1,1,1
133431,14000,2010,135,0,1,1,0
164000,4290,2002,110,1,0,1,0
222000,8700,2007,130,0,1,1,1
86000,37500,2009,210,0,1,1,1
73000,14900,2009,125,1,1,0,0
163000,19999,2011,135,0,1,1,0
209500,4444,2001,85,0,1,1,0
217000,38500,2010,225,0,1,1,1
182554,8750,2004,110,1,0,1,0
223000,32500,2009,175,0,1,1,1
115000,26200,2010,180,1,1,1,1
189000,9000,2005,110,0,1,1,0
235000,3590,2002,110,0,1,1,0
243000,4400,2001,100,0,1,1,0
100900,19150,2012,100,0,1,1,0
52103,47000,2011,180,0,1,1,1
219068,13950,2007,173,0,1,1,1
203000,3999,2001,121,0,1,1,0
195445,26999,2007,173,0,1,1,1
166000,12990,2010,120,1,1,1,0
145191,34990,2009,173,0,1,1,1
180000,3800,2001,100,0,1,1,0
210000,22000,2007,173,0,1,1,1
305000,3800,2001,100,1,1,1,1
210000,4899,2002,110,0,1,1,0
80,42000,2009,210,1,1,1,1
190000,8500,2002,87,0,1,0,0
200000,1250,1993,83,0,1,1,0
250000,750,1997,105,0,0,1,0
178000,14500,2007,130,0,1,0,0
170000,3750,2003,85,1,0,1,0
108000,14800,2010,135,0,1,1,1
269000,4750,2004,110,1,1,1,1
165000,31999,2013,190,0,0,1,1
190000,1750,2000,125,1,1,1,0
250000,3200,1999,100,0,1,1,0
215180,4799,2002,111,0,1,1,1
240000,1250,1993,103,0,1,0,0
100,950,1991,103,1,1,0,0
215639,3699,1996,103,1,1,1,0
212000,3300,2000,87,0,1,1,0
295000,1200,1992,83,1,0,1,0
220000,1500,1991,83,0,1,1,0
217000,3990,2001,100,0,1,1,1
200000,1600,1991,86,0,1,1,0
210000,3350,2001,100,0,1,1,0
2010,4300,2003,105,0,0,0,0
245000,4000,2001,100,0,1,1,0
175000,10700,2008,105,0,1,1,0
170000,7400,2005,120,0,1,1,0
250000,2900,1996,77,0,1,0,0
290000,4800,2001,100,0,1,1,0
257500,1650,1991,110,0,0,1,0
250000,650,1991,95,1,1,1,0
165000,8100,2006,120,0,1,1,0
161000,3550,2001,77,0,0,1,0
259000,3699,2001,100,0,1,1,0
196000,4150,2001,100,0,0,1,0
135000,3490,2003,85,0,1,0,0
49000,39990,2011,180,0,1,1,1
260000,3000,1999,87,0,0,1,0
77500,35900,2009,180,0,1,1,1
220000,999,1987,92,1,1,0,0
232000,450,1989,81,1,1,0,0
241211,14000,2007,173,0,0,1,0
99000,17000,2008,160,1,1,0,0
236542,1400,1989,85,0,1,1,0
200,1100,1991,141,1,1,1,0
230000,2750,1994,141,0,0,0,0
185000,7990,2005,120,0,1,1,0
150000,1550,1990,110,0,1,1,0
167000,3990,2003,110,0,1,1,0
125000,11000,2004,210,1,1,1,1
320000,2000,1993,141,1,1,1,0
243000,4000,2001,100,0,0,1,0
159000,5050,2003,85,1,1,1,0
135000,5000,2002,125,0,1,0,0
195000,4100,2002,110,1,1,1,1
190720,4000,2001,87,0,1,1,0
357000,8950,2006,130,0,1,1,1
168000,7500,2004,110,0,1,0,0
230000,3290,2000,100,0,1,1,0
124136,8500,2002,255,0,1,1,1
180000,4500,1982,105,0,1,0,0
186900,4100,2004,85,1,0,1,0
116000,7250,2005,85,1,1,1,0
140000,8350,2006,110,0,1,1,0
209900,3799,2001,100,0,1,1,0
221,3600,2001,100,0,1,1,0
183470,4899,2003,85,0,1,1,0
230000,1100,1991,85,1,1,1,0
183000,13100,2008,130,0,1,0,0
175000,4850,2003,110,0,1,1,0
185765,31900,2009,210,1,1,1,1
130955,4800,2003,110,0,1,1,1
57770,59000,2011,235,0,1,0,1
111569,3300,2000,100,0,0,1,0
159393,3600,2001,100,0,1,1,0
173000,4980,2003,85,0,1,1,0
220000,9900,2004,130,0,1,1,1
150476,4900,2002,85,0,1,1,0
167000,21900,2007,173,0,0,1,1
172000,3950,2001,100,0,0,1,0
129000,45500,2012,225,0,1,1,1
152000,11750,2011,100,0,1,1,0
31550,59999,2013,190,0,1,1,1
235000,12200,2007,130,1,1,1,1
167000,4550,2003,85,0,1,1,0
173354,7350,2005,120,0,0,1,1
168750,6350,2005,120,0,1,1,0
167000,7699,2006,120,0,1,1,0
191000,24980,2011,180,0,1,1,0
210260,9500,2007,120,1,1,1,0
190000,12200,2006,170,0,1,0,1
220000,11999,2006,170,0,1,1,1
110000,9999,2006,165,0,1,1,1
160000,6199,2005,90,0,1,1,0
190000,6290,2005,120,0,0,1,0
232000,6999,2005,110,0,1,1,0
320000,600,1983,75,0,1,0,0
134,6699,2005,105,0,0,1,0
273000,1750,1996,110,0,1,1,1
216000,4000,2002,110,0,0,1,0
92000,13000,2004,169,0,1,0,1
173025,4000,2002,110,0,1,1,0
204000,4500,2001,87,0,1,1,0
202000,11300,2006,110,0,1,1,1
245000,850,1992,82,0,0,1,0
280000,3500,1995,160,0,0,1,1
238765,999,1991,87,0,1,1,0
183000,3600,2000,110,0,1,1,0
41695,14500,2010,85,0,1,1,0
350000,2000,1997,66,0,1,1,0
144000,25800,2010,135,0,1,1,1
27,1300,1997,75,0,0,1,0
236000,3650,2000,88,0,1,1,0
275000,2000,1991,110,1,1,1,0
220000,1200,1991,85,0,1,1,0
274220,400,1983,55,0,1,0,0
260450,3700,2000,87,1,1,1,1
170000,8000,2006,120,0,1,1,0
99000,27900,2012,135,1,1,1,1
194500,10900,2009,105,0,1,1,0
245000,1800,1988,147,1,1,1,0
232151,1199,1992,85,1,1,1,0
199000,8500,2005,160,1,1,1,1
245000,8550,2005,130,1,1,1,1
190000,10400,2005,110,0,1,1,0
180000,5500,2000,55,0,1,1,0
91600,29500,2012,135,0,0,1,1
84000,7600,2008,90,0,1,1,0
181249,3750,2001,100,0,1,1,0
360000,1200,1989,85,0,1,1,0
124500,18000,2011,135,0,1,1,1
178000,1000,1994,110,1,1,1,0
250000,850,1983,77,1,1,0,0
10,8800,2009,85,0,1,1,0
207000,2400,2000,77,0,1,0,0
244000,3850,2002,110,0,1,1,0
198000,3800,2001,87,1,1,1,0
250000,1000,1992,140,0,1,1,0
144000,41000,2011,221,1,1,1,1
340000,4000,2001,120,0,1,1,1
320000,5300,2004,131,0,1,1,1
163000,3200,2002,85,0,1,0,0
232000,3499,2002,85,0,1,1,0
108000,2800,2000,77,0,1,0,0
310000,3300,2001,105,0,1,1,0
377000,2000,1994,85,0,1,1,0
128000,10650,2006,130,0,1,1,1
198400,3550,2001,100,0,1,1,0
157000,7100,2005,120,0,1,1,0
212376,4700,2004,85,1,1,1,0
180457,3200,2000,87,0,1,1,0
370000,1250,1993,76,0,1,1,0
210000,600,1981,92,0,1,1,0
180000,4500,2005,85,0,1,0,0
200000,3500,2001,100,0,1,1,0
225000,3300,1998,125,0,1,1,1
189500,3499,2002,110,0,1,1,0
213200,4590,2002,110,0,0,1,0
184282,5499,2004,87,0,1,1,0
163582,6450,2005,90,0,1,1,0
188000,4590,2005,110,0,1,1,1
257900,10699,2006,130,0,1,1,1
178000,4750,2003,110,1,1,1,0
168000,8999,2006,110,0,1,1,0
15,350,1990,110,1,0,1,0
260000,3390,2002,110,0,1,1,0
115000,33900,2011,135,0,1,1,1
133562,4400,2002,110,0,1,1,0
142774,19900,2010,135,0,0,1,0
8000,33990,2015,100,0,1,1,1
207000,4499,2000,120,0,1,1,0
172359,20700,2011,120,0,1,1,0
168000,8888,2007,120,0,1,1,0
189000,8990,2005,110,0,1,1,0
121288,15000,2010,105,0,1,1,0
221000,3200,2001,87,0,1,1,0
145000,9500,2006,170,0,1,1,1
195000,4890,2003,85,0,1,1,0
206145,3450,2000,100,0,1,1,0
245665,9700,2004,173,0,1,1,1
190000,850,1987,96,0,0,1,0
170000,5999,2002,85,0,1,1,0
220000,1200,1992,103,1,1,1,0
150000,2800,2001,85,0,1,0,0
171000,17000,2007,210,0,1,0,1
231977,5000,2003,105,0,1,1,0
189000,5200,2002,110,0,1,1,0
350000,2400,1996,105,1,1,1,0
163000,4200,2001,87,0,0,1,0
240000,4850,2004,85,0,1,1,1
241000,3000,2000,77,1,1,1,0
1,600,1984,70,1,0,1,0
290000,999,1999,110,0,1,1,0
191345,6600,2004,110,0,0,0,0
179458,7199,2005,120,0,1,1,0
342546,3699,1999,130,0,1,1,0
199,5600,2003,85,0,0,1,0
235000,3250,2001,87,0,1,1,0
206000,3350,2000,100,0,1,1,0
190000,9700,2006,120,1,1,1,0
200000,2699,2002,110,0,1,1,0
200000,500,1990,66,0,1,0,0
2,900,1992,85,0,1,1,0
230000,5500,2002,120,0,1,1,0
112500,39990,2010,180,0,1,1,1
321898,1600,1993,74,0,1,1,0
151000,4500,2004,105,0,1,0,0
302000,1250,1992,110,0,1,1,0
214000,5600,2002,100,0,1,1,0
250000,850,1988,55,0,1,1,0
163000,18990,2010,130,0,0,1,1
220000,2500,1997,136,0,1,1,0
299000,4600,2002,110,0,1,1,0
167000,4000,2003,85,0,1,1,0
221,12400,2008,130,0,1,1,0
238000,1850,1992,146,0,0,1,1
152615,4000,2001,77,0,1,1,0
140000,24900,2012,135,0,1,1,1
198000,855,1998,125,1,0,1,0
175000,3500,2000,77,0,1,1,0
220,3300,2001,100,0,1,1,0
230000,3350,1999,87,0,1,1,0
207000,1200,1986,77,0,0,1,1
203000,3299,2001,100,0,1,1,0
230000,830,1994,100,0,0,1,0
210000,10500,2006,120,0,1,1,1
222000,9000,2007,130,0,1,1,0
175000,5550,2004,85,0,1,1,0
190000,5300,2004,85,0,0,1,0
8000,74500,2015,190,0,1,1,1
20220,25900,2013,105,0,1,1,0
180000,12500,2006,174,1,1,1,1
76000,31900,2010,220,0,1,1,1
98000,34900,2012,114,1,1,1,0
1,699,1990,85,1,1,1,0
225000,8999,2003,135,0,1,1,1
164000,2900,2000,77,1,0,1,0
8000,32490,2015,85,1,1,1,0
8000,58500,2015,140,0,1,1,1
85000,24300,2011,135,0,1,1,1
145594,13300,2008,130,0,1,1,1
180000,18990,2011,120,0,0,1,0
75000,23000,2001,273,1,1,0,0
190007,10000,2007,120,0,1,1,0
201000,4400,2004,115,0,1,1,1
186000,15100,2009,130,0,1,1,1
168000,12900,2007,170,1,1,1,1
169000,9800,2005,133,1,1,1,1
202000,4990,2002,110,1,1,1,0
160000,22500,2010,135,0,1,1,0
180000,14000,2008,130,1,0,1,1
187000,4100,2002,110,0,1,1,0
210000,4000,2001,87,0,1,1,0
200000,9300,2004,110,0,1,1,0
206000,7200,2004,130,0,1,1,0
140000,9500,2005,160,0,1,1,1
190000,16000,2008,130,0,1,1,1
360000,950,1988,95,0,1,1,0
230000,1650,1993,75,0,1,1,0
250000,680,1997,67,0,1,1,0
200000,11100,2006,110,0,1,1,0
122000,47000,2009,210,0,1,1,1
173000,3999,2002,105,0,1,1,0
165000,9999,2007,120,0,1,1,0
175000,30500,2008,173,0,1,1,1
260000,10500,2003,160,0,1,1,1
197388,3300,2000,147,0,1,1,1
268000,5500,2001,120,0,1,1,1
250000,4000,2001,100,0,1,1,1
245000,4499,2003,110,0,1,1,0
220000,3650,2000,110,0,1,1,0
250000,3600,2001,136,0,0,1,0
206689,4250,2001,100,0,1,1,0
200000,4200,2002,105,0,1,1,0
265000,3400,2001,100,0,1,1,0
190000,17200,2007,145,0,1,1,1
306200,1850,1992,83,0,1,1,0
126720,5200,2004,85,0,1,1,0
189000,3900,2000,100,0,1,1,0
187234,2800,2000,141,0,1,0,1
110000,1500,1991,73,0,1,0,1
215000,2000,1996,74,0,0,1,0
140,3450,2001,110,0,1,1,0
115000,13300,2009,100,0,1,1,0
270000,4700,2003,100,0,1,1,0
187000,3800,2001,100,0,1,1,0
171000,8199,2006,120,0,1,1,0
196000,9000,2005,130,0,0,1,1
84000,37000,2009,173,0,1,1,1
170000,1700,1991,85,0,1,1,0
222420,4500,1999,100,0,1,1,0
320000,3100,2000,87,0,0,1,0
278000,2600,1994,73,0,0,0,0
196673,3600,2000,110,0,0,1,0
220000,2900,1999,66,0,1,0,0
161000,20000,2007,242,0,0,1,1
164000,26000,2008,173,0,0,1,1
161500,4350,2004,105,0,0,0,0
8000,52990,2015,180,0,0,1,1
8000,39990,2014,135,0,0,1,1
130176,19500,2011,135,0,0,0,1
37000,49999,2011,225,0,0,1,1
175875,5299,2003,110,0,0,1,0
146770,53000,2011,225,0,0,1,1
199500,4750,2003,85,0,0,1,0
179000,21900,2011,120,0,0,1,1
317000,1600,1994,83,0,0,1,0
340000,1800,1997,105,0,0,1,0
27000,2555,1998,100,0,0,1,0
229832,7990,2004,130,0,0,1,1
140000,2500,1988,125,0,0,0,1
250000,5200,2004,110,0,0,1,0
196000,4350,2002,110,0,0,1,0
213000,3250,2001,110,0,0,1,0
200000,1750,1997,85,0,0,1,0
227690,7999,2003,177,0,0,1,1
219000,4800,2001,100,0,0,1,0
170000,11999,2006,110,0,0,1,0
230000,9400,2003,135,0,0,1,1
220000,10690,2008,130,0,0,1,0
190000,3600,2001,100,0,0,1,0
244000,5900,2002,142,0,0,1,1
300000,1300,1992,105,0,0,1,0
193500,6900,2001,135,0,0,1,1
310000,7000,1997,240,0,0,1,1
220000,10000,2007,125,0,0,1,1
140000,14000,2007,125,0,0,1,1
145000,16500,2007,145,0,0,1,1
195000,3999,2002,110,0,0,1,0
77000,38000,2012,160,0,0,1,1
214000,11900,2004,160,0,0,1,1
150000,8200,2005,177,0,0,1,1
280000,1550,1991,75,0,0,0,0
130000,14900,2008,170,0,0,0,1
135000,9600,2007,120,0,0,1,0
167893,5200,2003,110,0,0,1,0
331399,1350,1995,75,0,0,1,0
200000,1700,1992,83,0,0,1,0
1,1100,1991,110,0,0,1,0
184591,2800,2002,110,0,0,1,0
122500,15500,2006,120,0,0,1,1
300000,1050,1991,83,0,0,1,0
225000,6000,2004,150,0,0,0,0
193800,8800,2006,120,0,0,1,1
22000,1799,1994,77,0,0,1,0
230000,3999,2000,100,0,0,1,0
200000,12000,2007,170,0,0,1,1
239240,4450,2003,110,0,0,1,0
114000,35000,2009,210,0,0,1,1
199700,3250,2000,100,0,0,1,0
1,1800,1995,105,0,0,1,0
191000,2100,1998,75,0,0,0,0
209688,7500,2005,120,0,0,1,0
110000,35500,2013,135,0,0,1,1
205000,8300,2004,160,0,0,1,1
230000,2600,1997,150,0,0,0,0
150000,3400,2000,100,0,0,1,0
190000,3490,2001,105,0,0,1,0
200000,800,1990,100,0,0,0,0
266000,2250,2000,125,0,0,1,0
65000,32000,2012,135,0,0,1,1
246,7500,2003,110,0,0,0,0
150000,2400,1997,110,0,0,1,0
150000,15500,2011,135,0,0,1,0
200,4000,1995,141,0,0,0,0
225000,1250,1989,54,0,0,1,0
250000,1300,1992,140,0,0,1,0
160000,9500,2005,160,0,0,1,0
243000,4300,2000,100,0,0,1,0
205000,10600,2008,105,0,0,1,0
360000,1300,1987,110,0,0,0,0
248563,1800,1991,73,0,0,1,0
199000,11800,2007,140,0,0,1,0
223000,4900,2001,77,0,0,1,0
150000,14900,2010,105,0,0,1,0
270000,4500,2003,135,0,0,1,0
195000,5200,2004,130,0,0,1,0
107209,29900,2010,180,0,0,1,1
216500,7700,2005,120,0,0,1,0
178569,5300,2002,110,0,0,1,0
185000,3290,2001,100,0,0,1,0
176450,5600,2001,100,0,0,1,0
186485,4999,2002,85,0,0,1,0
168250,9500,2006,170,0,0,1,1
131500,24000,2011,135,0,0,1,0
208000,3900,2003,170,0,0,1,1
120000,12500,2009,100,0,0,1,0
215000,3499,2001,100,0,0,1,0
174000,20500,2012,135,0,0,1,0
55000,50000,2011,221,0,0,1,1
129000,38900,2011,225,0,0,1,1
268300,9500,2006,130,0,0,1,1
189000,3450,1999,110,0,0,1,0
185000,11990,2011,100,0,0,1,0
127486,24400,2011,120,0,0,1,1
171336,15400,2009,120,0,0,1,0
164000,6350,2004,90,0,0,1,0
200000,9299,2007,90,0,0,1,0
166338,5549,2003,105,0,0,1,0
233759,3900,2003,110,0,0,1,0
175244,6300,2004,90,0,0,0,0
157000,25999,2012,135,0,0,1,1
88000,15400,2008,110,0,0,1,0
224000,3300,2001,100,0,0,1,0
290000,5599,2001,100,0,0,1,0
180000,5890,2003,110,0,0,1,0
215000,2600,1998,160,0,0,1,1
207000,5600,2001,125,0,0,0,0
155000,7950,2005,120,0,0,1,1
180000,1350,1987,77,0,0,1,0
360000,1000,1991,110,0,0,1,0
98600,13600,2008,125,0,0,0,0
200000,800,1983,77,0,0,0,0
96000,34000,2009,221,0,0,1,1
250000,1500,1990,77,0,0,1,0
248000,1600,1988,75,0,0,1,0
250000,1700,1991,95,0,0,1,0
216000,10000,2004,160,0,0,1,1
260000,3700,2002,110,0,0,1,0
280000,3200,2000,125,0,0,1,0
120000,33000,2012,135,0,0,1,1
121000,3990,2002,105,0,0,1,0
233000,4250,2002,142,0,0,1,1
200000,1550,1990,85,0,0,1,0
265800,3950,2000,110,0,0,1,0
340000,1600,1990,155,0,0,1,1
211200,4500,2000,110,0,0,0,0
200000,5000,2001,100,0,0,1,0
201384,4299,2002,85,0,0,1,0
312000,1650,1992,85,0,0,1,0
250000,250,1988,55,0,0,1,0
325502,850,1991,141,0,0,1,0
250000,1600,1991,85,0,0,1,0
260000,3750,2001,77,0,0,1,0
313301,510,1987,77,0,0,0,0
219000,3600,2001,100,0,0,1,1
286300,1550,1994,74,0,0,0,0
318200,3999,1999,210,0,0,1,0
